bits,condition,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
10,nominal,1,bits_wsb10_s1,0,0,0.6134661337090582,0.5449401806402799,0.5083874458874459,0.704743935309973,0.7470727762803234,0.49366037735849055
10,nominal,1,bits_wsb10_s1,1,0,0.6314051294617332,0.5752353654290099,0.6522943722943723,0.8616711590296496,0.5222857142857142,0.48936927223719673
10,nominal,1,bits_wsb10_s1,2,0,0.5937951380380626,0.5399176543416861,0.5428463203463203,0.7413045822102426,0.5892506738544475,0.5017789757412399
10,nominal,1,bits_wsb10_s1,3,0,0.6406116352201258,0.5487108100439778,0.5254761904761904,0.7459191374663073,0.5821239892183289,0.7089272237196766
10,nominal,1,bits_wsb10_s1,4,0,0.6161797149391488,0.5557222279541048,0.6847835497835497,0.7157196765498652,0.48942318059299195,0.5747924528301886
10,nominal,1,bits_wsb10_s1,5,0,0.6198117802009312,0.5717269159175813,0.6833441558441559,0.776722371967655,0.40590835579514817,0.6132722371967656
10,nominal,1,bits_wsb10_s1,6,0,0.6066733643714776,0.557277466823147,0.730909090909091,0.7539838274932614,0.4846469002695418,0.45715363881401616
10,nominal,1,bits_wsb10_s1,7,0,0.7078511496365271,0.5668600102314105,0.8165043290043289,0.6524420485175202,0.612323450134771,0.7501347708894878
10,nominal,1,bits_wsb10_s1,8,0,0.58762940047374,0.5620414673046251,0.5871645021645021,0.7253045822102426,0.5487547169811321,0.48929380053908356
10,nominal,1,bits_wsb10_s1,9,0,0.6712560136404476,0.5693308636084207,0.7228030303030303,0.7386415094339623,0.6280862533692723,0.5954932614555256
10,quant_only,1,bits_wsb10_s1,0,0,0.6864598341909663,0.6013964478090595,0.7217099567099567,0.7797628032345014,0.5853369272237197,0.6590296495956873
10,nominal,2,bits_wsb10_s2,0,0,0.6934091725884179,0.6032140815159683,0.6394372294372295,0.6882156334231806,0.6240970350404313,0.8218867924528301
10,nominal,2,bits_wsb10_s2,1,0,0.6786578350894388,0.6045049910367686,0.7201623376623376,0.7065983827493261,0.5626522911051213,0.7252183288409704
10,nominal,2,bits_wsb10_s2,2,0,0.6365342746875766,0.5612453625487389,0.7920454545454546,0.6640646900269541,0.4996657681940701,0.5903611859838275
10,nominal,2,bits_wsb10_s2,3,0,0.692067926570285,0.6101005622976825,0.7748593073593073,0.7263504043126685,0.4622749326145552,0.8047870619946093
10,nominal,2,bits_wsb10_s2,4,0,0.7654063138119741,0.668403803247398,0.8335497835497834,0.8531428571428572,0.5868679245283018,0.7880646900269541
10,nominal,2,bits_wsb10_s2,5,0,0.6121001082251083,0.5481888146610093,0.7118290043290044,0.7358814016172506,0.6142318059299192,0.38645822102425875
10,nominal,2,bits_wsb10_s2,6,0,0.7248111369762315,0.6072878916846147,0.6840909090909091,0.7980269541778976,0.672345013477089,0.7447816711590297
10,nominal,2,bits_wsb10_s2,7,0,0.6569327779139099,0.5749973669164334,0.7773160173160172,0.744,0.4365606469002695,0.6698544474393531
10,nominal,2,bits_wsb10_s2,8,0,0.6759594053744997,0.609186398672496,0.7655411255411255,0.7627924528301887,0.6340916442048518,0.5414123989218329
10,nominal,2,bits_wsb10_s2,9,0,0.6400740116801439,0.6181142715278762,0.7241666666666666,0.7891967654986524,0.5638706199460917,0.4830619946091644
10,quant_only,2,bits_wsb10_s2,0,0,0.7095627297231071,0.6170436275078778,0.7336363636363636,0.7884312668463611,0.614911051212938,0.7012722371967655
