arch,sigma_read,depth,seed,run_name,chip,trial,auc,pauc,auc_id1,auc_id2,auc_id3,auc_id4
none,0.04,2,2,arch_none_r0.04_d2_s2,0,0,0.708913726210896,0.6125476104497952,0.7228354978354978,0.7415094339622642,0.5708894878706199,0.8004204851752021
none,0.04,2,2,arch_none_r0.04_d2_s2,1,0,0.7356992465082088,0.61980557095999,0.7640584415584417,0.7819622641509434,0.5963018867924529,0.8004743935309974
none,0.04,2,2,arch_none_r0.04_d2_s2,2,0,0.7356917932696234,0.626651212078223,0.7361580086580087,0.787644204851752,0.5897789757412398,0.8291859838274932
none,0.04,2,2,arch_none_r0.04_d2_s2,3,0,0.7391697500612595,0.6240778833877146,0.7342207792207793,0.7705444743935311,0.6037951482479784,0.8481185983827493
none,0.04,2,2,arch_none_r0.04_d2_s2,4,0,0.7458559789267336,0.6266455160198954,0.7501948051948051,0.7674177897574124,0.63777897574124,0.828032345013477
none,0.04,2,2,arch_none_r0.04_d2_s2,5,0,0.7529663991668709,0.6295968265432019,0.7358116883116883,0.7933153638814017,0.6466415094339624,0.8360970350404313
none,0.04,2,2,arch_none_r0.04_d2_s2,6,0,0.7260028587764437,0.6212328097258584,0.7258874458874459,0.7744258760107816,0.5904582210242587,0.8132398921832884
none,0.04,2,2,arch_none_r0.04_d2_s2,7,0,0.7297537878787879,0.6213555973982985,0.7361580086580086,0.78544474393531,0.5819946091644205,0.8154177897574124
none,0.04,2,2,arch_none_r0.04_d2_s2,8,0,0.7155374703912439,0.6110161768056506,0.7382900432900434,0.7571859838274932,0.5855956873315364,0.7810781671159028
none,0.04,2,2,arch_none_r0.04_d2_s2,9,0,0.7432116311361594,0.6255768602466716,0.7271861471861473,0.7984150943396227,0.6126684636118598,0.834576819407008
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,0,0,0.7032123662501021,0.5939597062983359,0.7079653679653679,0.7523234501347709,0.5975309973045821,0.7550296495956874
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,1,0,0.7173135669362085,0.6024827291212594,0.720952380952381,0.7789757412398922,0.6052938005390835,0.764032345013477
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,2,0,0.7182264253042554,0.5975670307845085,0.7171536796536796,0.7672991913746631,0.6186415094339621,0.769811320754717
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,3,0,0.7110324062729724,0.5995715059518436,0.7172077922077922,0.7812075471698114,0.5724204851752022,0.7732938005390836
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,4,0,0.7203097177979253,0.6070853054591883,0.7340151515151515,0.7739838274932613,0.5765498652291106,0.7966900269541778
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,5,0,0.7217269358000491,0.6047482557164782,0.7191233766233766,0.7811212938005392,0.5903827493261455,0.7962803234501349
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,6,0,0.7025941609491138,0.5971687903291677,0.7083820346320345,0.7794285714285715,0.5551482479784366,0.7674177897574124
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,7,0,0.7038469431511885,0.5936429302243602,0.723474025974026,0.7622964959568734,0.5834393530997304,0.746177897574124
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,8,0,0.7188600118435025,0.6016294488364995,0.7287554112554113,0.7832021563342318,0.5969272237196765,0.76655525606469
per_layer,0.04,2,0,arch_per_layer_r0.04_d2_s0,9,0,0.6935332536959896,0.5935615733157937,0.6966774891774892,0.7692398921832885,0.5555363881401617,0.7526792452830189
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,0,0,0.7248258290451688,0.6046364840058982,0.7125216450216451,0.7863288409703504,0.6030080862533693,0.7974447439353101
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,1,0,0.7587853773584907,0.6194505883060997,0.7439285714285714,0.8034609164420488,0.6674393530997305,0.8203126684636118
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,2,0,0.730565874377195,0.6039366748775885,0.7198268398268398,0.7829433962264151,0.6205714285714286,0.7989218328840969
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,3,0,0.7203908559993465,0.5991827231027826,0.7371645021645021,0.7763342318059299,0.5943504043126685,0.7737142857142856
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,4,0,0.7430854978354979,0.6092912921239634,0.72491341991342,0.7890134770889489,0.640711590296496,0.8177035040431266
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,5,0,0.730908682512456,0.6052087229222284,0.7289177489177489,0.7876010781671159,0.6055417789757411,0.8015741239892183
per_layer,0.04,2,1,arch_per_layer_r0.04_d2_s1,6,0,0.7324508290451686,0.6082098470877022,0.7407359307359307,0.7936280323450134,0.6024150943396226,0.7930242587601077
